ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
-cLzki-B06o,30,40,"/m/04rlf,/m/0gywn","['arabesque', 'kurdish folk music', 'baglama', 'zurna', 'electronic drums', 'percussion', 'upbeat', 'lively', 'folk dance', 'halay']",This is a Kurdish folk music piece. The main melody is first played by the baglama and then by the zurna. The rhythmic background consists of an electronic drum beat and supportive percussive elements. The atmosphere is lively. This piece could be used as an accompaniment piece for a folk dance course such as the halay dance.,9,False,False
-cQ-jUTEgck,30,40,"/m/02p0sh1,/m/04rlf","['southern rock', 'blues rock', 'live performance', 'electric guitar', 'guitar solo', 'keyboard', 'bass guitar', 'acoustic drums', 'groovy']",This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,9,False,False
-dVgUSrR8g4,30,40,"/m/03lty,/m/04rlf,/m/0dl5d","['intense', 'vigorous', 'loud electric guitar feedback', 'intense', 'psychedelic', 'trap', 'trance', 'hard rock', 'enthusiastic', 'energetic', 'spirited', 'hyper', 'fast tempo', 'goth rock', 'heavy  metal', 'amplified guitar', 'intense drumming', 'chattering sounds', 'scratching', 'screeching', 'vigorous keyboard']","This song is a vigorous metal instrumental. The tempo is fast with intense drumming,  fiery electric guitar riff, amplified guitar rhythms and energetic keyboard accompaniment. The music is energetic, aggressive, youthful, spirited, goth, intense,psychedelic and trance like. This instrumental is Hard Rock/Metal.",7,False,True
-e4wXAy1iVo,0,10,"/m/015lz1,/m/04rlf,/m/07xzm","['pop', 'ukulele', 'female voices singing', 'harmony', 'amateur recording', 'medium to uptempo']",Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,6,False,True
-eDAoheZrY8,30,40,"/m/04rlf,/t/dd00036","['movie soundtrack', 'philharmonic orchestra', 'crescendo', 'booming lower harmony', 'average audio quality', 'tense', 'sci-fi music', 'string section harmony', 'suspenseful music', 'horn section', 'drums playing slowly', 'instrumental music', 'mysterious', 'science fiction', 'exploring dangerous territory', 'tuba', 'building tension']","The song is an instrumental. The song is slow tempo with building crescendo , string section harmony, horn section, drums playing steadily and piano accompaniment. The song is suspenseful and builds anticipation. The song is a movie soundtrack and has an average audio quality.",1,False,True
-f1DNyngKVY,30,40,"/m/015vgc,/m/04rlf,/m/0jtg0","['sitar', 'no singer', 'instrumental', 'single instrument', 'medium-to-high range', 'transcendental', 'relaxing', 'calming', 'meditation']",This is an instrumental sitar music piece. The sitar is being played at a medium-to-high range. There is a calming and relaxing atmosphere to this piece. This piece can be used in the background of a meditation video. It could also be played during a meditation session at a course.,9,False,True
-f6s6kQEHFY,0,10,"/m/04rlf,/t/dd00033","['slow pop', 'ethereal song', 'ambient sounds', 'no lyrics', 'female voice', 'autotune voice', 'piano song', 'synth sounds', 'slow tempo', 'bass', 'no percussion', 'haunting melody']",This slow ballad features a female voice singing the main melody. This is accompanied by a repetitive piano melody. The bass plays the root notes of the chords in staccato style in eighth note patterns. Synth horns play in the background at different pitches. The song has an ambient and ethereal feel. The mood of the song is haunting. This song can be played in a sad scene in a movie.,0,False,True
-fxh7jAJR8U,70,80,"/m/028sqc,/m/04rlf","['boy band', 'male singers', 'vocal harmony', 'retro pop hits', 'singing parts', 'medium tempo', 'keyboard accompaniment', 'steady drumming rhythm', 'steady bass line', 'tambourine percussions', 'love song', 'romantic', 'passionate', 'groovy music', 'inspiring', 'passionate', 'spirited', 'soothing', 'relaxing', 'comforting', 'bells percussions']","Male singers sing this vocal harmony. The tempo is medium with a steady drumming rhythm, various percussion tones, keyboard accompaniment, steady bass line and tambourine percussion. The song is soothing and romantic. The song is a retro pop hit.",1,False,False
-hSMzrWZCAE,30,40,"/m/02x8m,/m/04rlf,/m/064t9,/m/06rqw,/t/dd00035","['male voice', 'electric guitar', 'distortion effect', 'drums', 'synth bass', 'pop rock genre']",The pop rock music features a male voice singing. An electric guitar with a distortion effect on plays plays two chords every two measures. The drums play a strong rhythm and together with a synth bass drive the pulse of the music.,2,False,True
-hYRFCQdbLg,30,40,"/m/04rlf,/m/04szw,/m/0l156b","['upbeat instrumental', 'loud marimba melody', 'noisy', 'low quality']","The Low quality recording features an upbeat instrumental playing in the background on some kind of speaker, while a loud marimba melody is played over it. It kind of sounds off beat, also the sound is mostly located in the left channel of the stereo image, which makes the recording imbalanced and low in quality.",4,False,True
-i9gpG3vPwA,30,40,"/m/04rlf,/m/07qsvvw","['instrumental', 'two tracks', 'electronic music', 'harmonic', 'futuristic', 'engaging', 'captivating', 'dance groove', 'electro pop', 'unrelated tracks', 'synthesiser articulation', 'funky drumming', 'enthusiastic digital drum rhythm', 'keyboard harmony', 'dance pop', 'edm', 'pleasant', 'ambient', 'amplified paino', 'surround sound']","This audio clip is an electronic instrumental of two different tracks with medium fast tempo. The first tempo has an amplified piano playing an emphatic harmony along with digital drums. The second track has emphatic digital drums and electronic /synthesised music arrangement. Both the tracks are melodious, pleasant, harmonic, futuristic, captivating and engaging with a dance groove.",7,False,True
-i9uQMysy_A,80,90,"/m/02cz_7,/m/04rlf","['beat boxing', 'vocal percussion', 'mimicking drum machines', 'vocal percussion simulation', 'vocal sound effects', 'rap', 'hip hop', 'vocalisation', 'rapid', 'vigorous drumming sound', 'digital drum sounds', 'vocal percussion', 'vocal turn table', 'vigorous', 'tireless', 'energetic', 'vocal drum machine']","This audio clip is of a male vocalist beat boxing. The tempo is fast with the vocalist mimicking vigorous drumming, drum machine rhythms, turn table and other percussions.the rhythm is vigorous, energetic and tireless.",7,False,True
-jpbCWcz2pk,30,40,"/m/04rlf,/m/0l14gg,/t/dd00031","['comedy', 'hip-hop', 'male vocal', 'rapping', 'piano', 'electric guitar', 'bass guitar', 'electronic drums', 'funny', 'amusing', 'hip']",This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,9,False,False
-kpR93atgd8,30,40,"/m/015y_n,/m/0164x2,/m/04rlf,/m/06cqb","['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,6,True,True
-lPXTBXa0tE,30,40,"/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y","['bad audio quality', 'vintage guitar tone', 'passionate', 'spirited', 'guitar demo', 'soloist', 'antique guitar', 'youtube music class', 'master class', 'buzzing noise', 'instrumental music', 'ambient room noise', 'bad audio quality', 'super tone unique tone', 'melancholic', 'country music', 'medium tempo', 'rich country traditions']",The song is an instrumental. The song is medium tempo played by a solo guitarist on a vintage super tone with an exquisite tone. The song is emotional and passionate. The song has poor audio quality.,1,False,True
-m5ZlWziIeA,200,210,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf","['amateur recording', 'vinyl scratching', 'programmed percussion', 'bass', 'synth sounds', 'moderate tempo', 'male voice', 'dj song']",This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,0,False,False
-m9pH0WXQto,110,120,"/m/04rlf,/m/07qsvvw","['electro pop', 'low quality', 'flat female vocal', 'wide background female doubling vocals', 'airplane sound effect', 'explosion sound effect', 'arpeggiated synth melody', 'shimmering tinny bells melody', 'energetic muffled crash cymbals', 'quiet drums', 'boomy groovy bass', 'simple hi hats', '4 on the floor kick', 'claps']","The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.",4,False,True
-mA_bqD1tgU,30,40,"/m/04rlf,/t/dd00031","['low quality', 'folk', 'wooden percussions', 'groovy bass', 'breathy flute melody', 'groovy piano melody', 'sustained strings melody', 'shimmering shakers', 'passionate', 'happy', 'joyful']","The low quality recording features a folk song that consists of a wooden percussion, groovy bass, breathy flute melody, groovy piano melody, shimmering shakers and sustained strings melody. It sounds passionate, joyful and happy.",4,False,False
-mB_XLq6g1g,30,40,"/m/01kcd,/m/07gql","['amateur recording', 'kids voice streaming', 'trumpets', 'acoustic drums', 'e-bass', 'out of tune', 'parody', 'medium to uptempo']",This audio contains an acoustic drum playing a groove along with a simple bassline. Trumpets are playing a melody that sounds out of tune and all over the place while a kids voice is streaming and you can hear some aggressive clicking sounds. This song may be playing for a parody video.,6,False,False
-nlkWWphiaM,30,40,"/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v","['low quality', 'live performance', 'fruity male vocal', 'accordion melody', 'acoustic rhythm guitar', 'shimmering bells', 'emotional', 'hopeful', 'mono', 'noisy']","The low quality recording features a live performance that consists of fruity male vocal singing over accordion melody, acoustic rhythm guitar chords and shimmering bells. It sounds emotional and hopeful. The recording is a bit noisy and in mono, as it was probably recorded with a phone.",4,False,True
-o0ZtQIkM60,30,40,"/m/04rlf,/t/dd00037","['video game theme', 'cinematic strings', 'wind sound effect', 'male choir', 'percussion', 'epic', 'dramatic', 'tension']",This is a video game theme. There is a cinematic string sound playing the melody while the wind sound effect implies there is a snowstorm. A male choir starts singing alongside orchestral percussive elements. There is an epic atmosphere. This piece could fit well in the soundtrack of a thriller video game where there is a face-off about to happen.,9,False,False
-oP-XX28B0s,30,40,"/m/04rlf,/m/0gywn","['male singer', 'hip hop music', 'backup singers', 'live performance', 'live audience', 'super hits', 'piano accompaniment', 'groovy bass line', 'steady drumming line', 'slick drumming rhythm', 'emotional', 'romantic', 'passionate', 'together forever', 'love song', 'hip hop hits', 'groovy rhythm', 'dance song', 'hip hops love song', 'clapping rhythm']","A male singer sings this cool hip hop love song with backup singers in vocal harmony. The tempo is medium with keyboard accompaniment, piano accompaniment, steady drumming rhythm, clapping percussion and other sonic effects. The song is emotional and romantic with a cool dance  groove,",1,False,False
-pUfYFcsgG4,0,10,"/m/0395lw,/m/04rlf,/t/dd00128","['amateur recording', 'bell sounds', 'birds singing']",This recording contains environmental sounds such as birds singing. Then bells start playing a melody with a long release time. This is an amateur recording. This song may be playing outside in a park at a fixed time.,6,False,True
-qcTD2o6I9s,30,40,"/m/026z9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0ggx5q,/m/0glt670","['techno/pop', 'digital drums', 'synth lead', 'organ', 'pad sounds', 'male voice singing/rapping', 'backing vocals', 'fast tempo']",The kick is playing on every beat along with a fast paced high hat and a snare sound. The digital bass is adding some spice and sounds overdriven. Pad sounds can be heard in the background while a synth lead sound is playing a simple repetitive melody. A male voice is rapping/singing. A lot of backing vocals with delay are adding energy to the mix. This song may be playing in a car.,6,False,True
-r2-9oyIzkQ,30,40,"/m/04rlf,/t/dd00003","['romance', 'wide background crowd screaming', 'electric guitar lick', 'emotional piano chord progression', 'passionate male vocal', 'low tom roll', 'soft crash cymbal', 'heartfelt', 'romantic', 'emotional', 'passionate']","The Romance song features an electric guitar lick, low toms roll and soft crash cymbal, followed by emotional piano chord progression and wide background crowd screams, as the passionate male vocal sings over it. Judging by the crowd sound effect, it seems that this is a live performance. Sounds emotional, passionate, heartfelt and romantic.",4,False,True
-r7iz-9v9bA,30,40,"/m/04rlf,/t/dd00037","['opera song', 'symphonic', 'female voice', 'string section', 'bass', 'muted guitar', 'fantasy song', 'slow tempo']",This song features a female voice singing in opera style using only vocables and no words. This is accompanied by violins playing eighth note patterns that change according to the chords being played. The bass follows the root notes of the chords. A muted guitar or string instrument plays arpeggiated chords. This song can be played in a fantasy game.,0,False,False
-rAhS48FkYw,30,40,"/m/0155w,/m/04rlf","['low quality', 'pop', 'passionate male vocal', 'happy', 'fun', 'joyful', 'mellow kick hits', 'shimmering hi hats', 'wide electric guitar melody', 'wooden percussions', 'syncopated snare']","The low quality recording features a pop song that consists of a passionate male vocal singing over mellow kick hits, shimmering hi hats, wide electric guitar melody, syncopated snare and wooden percussion. The first half of the loop does not consist of the vocal, snare and hi hats. It sounds happy, fun and joyful.",4,False,False
-sRFfU8k0Zs,90,100,"/m/04rlf,/t/dd00037","['movie music', 'arabic', 'instrumental', 'clarinet', 'sound effects', 'knives', 'horror', 'terrifying', 'ominous', 'hopeless']","This is an Arabic movie music piece. It is an instrumental piece. There is a clarinet playing a vague melody. The sound of knives being rubbed against one another can be heard. There is an ominous, terrifying atmosphere. This piece could be used in the soundtrack of a horror movie to imply the feeling of hopelessness.",9,False,False
-sevczF5etI,30,40,"/m/025td0t,/m/04rlf,/t/dd00033","['folk', 'passionate sitar guitar', 'groovy bass', 'punchy kick', 'metallic percussive elements', 'short offbeat accordion chords', 'low quality', 'clicky keys', 'emotional']","The Folk song features a passionately played sitar guitar, groovy bass and short offbeat accordion chords, followed by metallic percussive elements and punchy kick. The recording is a bit lower in quality due to loud clicky keys sounds. It sounds passionate and emotional.",4,False,True
-tKZOl4q1Kw,20,30,"/m/02lkt,/m/04rlf","['high pitched synth', 'riser', 'fuzzy synth', 'motif', 'synth melody']","The clip just contains a high pitched synth melody. The motif keeps going higher in pitch, and then eventually a riser comes in. The combination of these two factors creates a sense of build-up to a climactic moment.",3,False,True
-taO6N-rxv4,30,40,"/m/04rlf,/m/07swgks","['rock music', 'tutorial', 'electric guitar', 'acoustic drums', 'sound effects', 'underwater', 'loud', 'generic', 'common sounding']",This is a rock music piece playing in the background of a tutorial video. There is an electric guitar playing a simple tune as the lead while another provides a rhythmic backing by playing the same note repeatedly in rapid procession. There is an acoustic drum beat playing. There are water sound effects related to the video. The piece has a generic feeling. It does not evoke much excitement. It could be used as a jingle for an advertisement or in the background of an instructive video.,9,False,True
-tmY1GEH3_Y,30,40,"/m/04rlf,/t/dd00035","['low quality', 'pop', 'echoing male vocal', 'punchy snare', 'shimmering hi hats', 'punchy kick', 'metallic percussions', 'synth lead melody', 'synth pad chords', 'groovy synth bass', 'energetic', 'exciting', 'nostalgic']","The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.",4,False,False
-tpq_bzSKes,10,20,"/m/0140xf,/m/01c194,/m/04rlf","['parole', 'strings', 'upright bass', 'harp', 'male deep voice singing']",This composition contains an upright bass playing softly along to a harp and strings playing a melody while a male deep voice is softly singing a melody sounding like telling a story. The song sounds like it was made for Christmas. This song may be playing at home having dinner with the whole family.,6,False,True
-uaTK8sa5Ms,10,20,"/m/018j2,/m/04rlf","['country', 'banjo', 'acoustic piano', 'violin', 'upright bass', 'uptempo']",An acoustic drum set is playing a 16th note rhythm using the edge of his snare and a hihat sound opening and closing. A banjo is playing a fast melody along with a violin/viola playing the same melody. An upright bass is playing a walking bassline. This song may be playing in a funny tv-show.,6,False,True
-v5hgCh3M2w,30,40,"/m/04rlf,/t/dd00034","['soft rock', 'passionate female vocal', 'wide electric guitar melody', 'punchy snare', 'shimmering hi hats', 'soft kick hits', 'groovy bass guitar', 'sad', 'emotional', 'passionate']","The Soft Rock song features a passionate female vocalist singing over a wide electric guitar melody, punchy snare, soft kick hits, groovy bass guitar and shimmering hi-hats. It sounds sad, emotional and passionate - like something you would listen to on a day you are feeling down.",4,False,False
-w12aSkQ9No,30,40,"/m/01lyv,/m/04rlf,/m/05lls","['female vocalist', 'slow tempo', 'soprano', 'intense cello', 'beseeching', 'imploring', 'classical music', 'western classical', 'opera singer', 'violins', 'brass band', 'story telling', 'passionate', 'emotional', 'pleading', 'opera', 'orchestra', 'lilting melody', 'expressive vocals', 'emphatic vocals', 'ethereal', 'high notes', 'harp']","A female vocalist sings this soprano solo. The tempo is slow with a classic orchestral accompaniment of violin harmony, an intense incessant cello melody, brass instrument and organ. The song is an intense, emotional, beseeching, sad, and imploring classic opera .",7,False,True
-w4HLksto_k,30,40,"/m/01p970,/m/026t6,/m/0l14md","['low quality', 'mono', 'noisy', 'flat male vocal', 'wooden percussions', 'digital piano melody', 'loud', 'distorted']","The low quality recording features a flat male vocal singing over digital piano melody and wooden percussion. The recording is noisy, in mono, loud and distorted.",4,False,False
-w8maIWtnUk,30,40,"/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf","['instrumental', 'jam', 'electric guitar', 'clean sound', 'effect pedal', 'echo', 'dreamy', 'trippy']",This is an instrumental jam recording of a gear showcase. There is an electric guitar with a clear sound being played with an echo pedal. It gives the recording a dreamy feeling. This track can be used to lift guitar samples with effect for a beat.,9,False,True
-wVWjl9Kq6U,240,250,/m/0155w,"['instrumental', 'medium tempo', 'electric guitar lead', 'ambient', 'steady drumming', 'groovy bass line', 'trumpets', 'melodic', 'pleasant', 'funky', 'groovy', 'soft rock', 'pop rock', 'funk rock', 'youthful', 'atmospheric', 'brass band', 'soul', 'neo soul', 'soothing', 'rhythmic acoustic guitar']","This music is a melodic instrumental. The tempo is medium  with a captivating electric guitar lead, rhythmic acoustic guitar, funky bass line, keyboard accompaniment, steady drumming and trumpets. The music is soothing, atmospheric, euphonious, youthful, and soulful. This instrumental is a Soft Rock/Funk pop.",7,False,False
-wymN80CiYU,130,140,"/m/04rlf,/t/dd00031","['male singer', 'backup singers', 'guitar lead', 'medium tempo', 'steady drumming rhythm', 'string section playing rhythmically', 'cymbals crashing', 'slick percussion clicks', 'strong bass line', 'keyboard harmony', 'modern pop hits', 'emotional', 'romantic', 'together for ever', 'i’m sorry', 'forgive me', 'love song', 'poor audio quality', 'heartfelt', 'vocal harmony', 'clapping percussions']","A male singer sings this beautiful melody with backup singers in vocal harmony. The song is medium tempo with a percussive string section, strong bass line, guitar lead, steady drumming rhythm , keyboard accompaniment and various percussion clicks. The song is emotional and romantic. The song is of poor audio quality.",1,True,True
-zA6LL78KYU,120,130,"/m/03qjg,/m/085jw","['low quality', 'folk', 'groovy bass', 'harmonica solo', 'clapping', 'groovy electric guitar chords', 'shimmering hi hats', 'boomy kicks', 'punchy snare', 'passionate female vocal', 'passionate', 'joyful']","The low quality recording features a folk song that consists of a passionate female vocal singing over harmonica solo, groovy bass, shimmering hi hats, punchy snare, boomy kicks, groovy electric guitar melody and some claps. It sounds passionate and joyful.",4,False,False
-zOybsEdM5E,100,110,"/m/02p0sh1,/m/04rlf","['cow bells', 'flute', 'ambiance', 'nature sounds', 'soothing', 'mystical', 'whistling wind blowing']",This is a calm type of song which features a flute being intricately played on top of the various instruments. There is a violin creating a sustained tone underneath. The music feels mystical and enchanting.,3,False,False
0-7PyzhzuYQ,30,40,"/m/016cjb,/m/02w4v,/m/0326g,/m/04rlf,/m/0dq0md,/m/0g293,/m/0gg8l","['bluegrass', 'no singer', 'instrumental', 'banjo', 'mandolin', 'acoustic guitar', 'playful', 'joyful', 'uplifting', 'easygoing', 'rural', 'pastoral']",This is a bluegrass music piece. There is a mandolin playing the main tune as the lead while a banjo and an acoustic guitar are supporting it in the melodic background. There is a joyful feeling to this piece. It could be used in the soundtrack of a movie or a TV show with a rural setting. It could also be used in the background of pastoral social media content.,9,False,True
00M9FhCet6s,100,110,"/m/015lz1,/m/04rlf,/m/06rqw","[""children's song"", 'male voice', 'guitar', 'percussion', 'bass', 'happy song', 'keyboard', 'backing voices', 'dance song for children', 'moderate tempo']",This children's song features a male voice singing the main melody. There are other voices singing backing vocals. This is accompanied by percussion playing a simple beat. A guitar strums the chords accenting the strums in between lines. The bass plays the root notes of the chords with a reggae feel. The keyboards play chords in the background. This song can be played at a children's party.,0,False,False
01PzcPKT3_E,30,40,"/m/01kcd,/m/07c6l","['jazz', 'saxophone solo melody', 'shimmering shakers', 'tinny metallic percussions', 'mellow sustained brass melody', 'passionate', 'emotional', 'soulful']","The Jazz song features a saxophone solo melody played over shimmering shakers, tinny metallic percussions and mellow sustained brass melody. It sounds passionate, emotional and soulful.",4,False,False
01hjVJN9xCg,30,40,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006","['low fidelity recording', 'gospel', 'choir', 'piano', 'group vocals', 'female singer', 'male rapper', 'busy kick pattern', 'finger snaps', 'slow tempo', 'hopeful', 'spiritual']","A low fidelity recording of a gospel choir with group vocals, a female singer, a male rapper, piano, a busy kick pattern, finger snaps and a slow tempo. The mood is hopeful and spiritual.",8,False,False
0298WjE3_tk,20,30,"/m/04rlf,/t/dd00036","['female vocals', 'death metal music', 'bad sound quality', 'female chanting sounds', 'fast tempo', 'groovy drumming rhythm', 'distorted guitar rhythm', 'percussive bass line', 'groovy guitar rhythm', 'keyboard accompaniment', 'new age', 'enlightening', 'nirvana', 'game soundtrack', 'anime show', 'exciting', 'energetic', 'passionate', 'techno dance rhythm']","A female singer sings and chants with Emily. The tempo is fast with a quick drumming rhythm, percussive bass line, strong drumming rhythm and keyboard accompaniment. The song is exciting  and energetic. The song is an anime show soundtrack.",1,False,False
02Qntw26enM,90,100,"/m/04rlf,/m/07kc_,/t/dd00125","['classical', 'amateur recording', 'theremin', 'acoustic piano', 'medium to uptempo']",This audio contains a theremin playing a melody in the higher register along to an acoustic piano recording in the background. This song may be practicing theremin playing along with a backing track.,6,False,False
03frQGyrgQ4,30,40,"/m/04rlf,/m/07kc_","['theremin', 'emotional', 'guitar accompaniment', 'poor audio quality', 'romantic', 'love song', 'endless love', 'forever together', 'ambient noises', 'youtube music video', 'beautiful love', 'pure and innocent', 'live performance', 'live audience', 'melancholic music', 'instrumental music', 'slow tempo', 'emotional', 'sad']",The song is an instrumental. The song is in slow tempo with a theremin playing a melancholic melody with a guitar accompaniment. The song is emotional and lilting. The audio quality is poor.,1,False,False
03z0rpIkm5g,30,40,"/m/03v3yw,/m/04rlf,/m/06cqb,/m/06rqw","['low quality', 'reggae/dub', 'mono', 'noisy', 'flat male vocal', 'punchy 808 bass', 'punchy snare', 'shimmering hi hats', 'groovy piano chords', 'energetic', 'addictive']","The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic, groovy and the recording is noisy and in mono - due to the fact that the sound is coming from the right channel only.",4,False,False
04NjXsLyCl4,30,40,"/m/04rlf,/m/07qn4z3","['r&b', 'e-guitar sound', 'cymbals', 'digital drums', 'chimes', 'slow tempo', 'amateur recording']",A loud cymbal sound is opening the space for a digital drum playing a simple groove when an e-guitar-like sound comes in and plays a melody on top. This is an amateur recording. This song may be playing in a sensual movie scene.,6,False,True
05JAmKFVy44,20,30,"/m/04rlf,/m/07qjznl","['low quality', 'kids song', 'distorted', 'crushed', 'noisy', 'mono', 'keys chords', 'low male vocal']","The low quality recording features a kids song played through some kind of toy, and it consists of low male vocal singing over some key chords. It sounds distorted and crushed. The recording is noisy and in mono, as it was probably recorded with a poor quality microphone.",4,False,True
05OJDYeHLMc,30,40,"/m/04rlf,/t/dd00035","['hindi/pop/rock', 'e-guitar', 'percussive hits', 'male voice singing', 'male backing voices', 'medium to uptempo']",This audio contains very strong deep percussive hits and a e-guitar sound also serving as bass. A male voice is singing with a little bit of reverb on his voice. In-between the breaks male voices are singing a melody. This song may be playing in an action movie.,6,False,False
06Brdf83RZE,30,40,"/m/04rlf,/t/dd00034","['teen pop', 'teen female vocal', 'melodic singing', 'acoustic guitar', 'bass guitar', 'electronic drums', 'repeated theme', 'easygoing']",This is a teen pop music piece. There is a teen female vocalist singing melodically. The main tune is being played by the acoustic guitar. There is a bass guitar playing in the background. The electronic drums provide the rhythmic background. The piece has an easygoing atmosphere. This piece could be an opening theme for a teenage drama movie/TV show. It could also be playing in the background at a clothing store.,9,False,False
06IU9WsEp3s,130,140,"/m/04rlf,/m/0g293,/m/0ln16","['male vocalist', 'medium fast', 'latin music', 'latin percussion', 'latin influence', 'loud siren like sound', 'siren', 'shakers', 'congas', 'bongos', 'rhythmic spanish guitar', 'groovy', 'dance groove', 'guiro', 'catchybeat', 'salsa', 'bachata', 'latin dance music', 'upbeat', 'youthful', 'melodic', 'noisy background', 'loud sound superimposed on song', 'keyboard harmony']","A male vocalist sings this enthusiastic latin melody. The tempo is medium with keyboard harmony, rhythmic Spanish guitar,percussive congas, bongos and guiro with tambourine beats. There is a loud siren-like sound superimposed over the song. The song is lively, simple,emotional, youthful, rhythmic, catchy with a latin dance grove.",7,False,False
07-3grCQ8EU,30,40,"/m/02p0sh1,/m/04rlf,/m/04wptg","['polish folk music', 'wedding music', 'instrumental', 'polish fiddle', 'mandolin', 'baraban', 'festive', 'joyful', 'folk dance']","This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle, while there are occasional notes that can be heard from the background of an instrument that sounds like a mandolin. The rhythmic background is probably from the Polish percussive instrument baraban. There is a joyful atmosphere. This piece could be played at Polish weddings or it could be used in the soundtrack of a historical movie or a TV show that takes place in an Eastern European town.",9,False,False
07-vpXo91XM,70,80,"/m/02cz_7,/m/04rlf,/m/07q4ntr,/m/0glt670","['live concert', 'beatboxing', 'house music', 'loud crowd', 'audience screaming', 'low fidelity recording', 'audio distorting']","Low fidelity recording of a live concert. The crowd noise is very loud and the audience is screaming. The audio is distorting. Amidst the crowd noise, beat boxing can be heard performing a house music style beat.",8,False,False
07FxCXxknY4,30,40,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031","['fingerstyle-guitar', 'acoustic guitar', 'medium tempo', 'classical atmosphere']",This audio contains an acoustic guitar. The piece is played in fingerstyle. Meaning that the chords and the melody are played at the same time. The guitar has some reverb on it. This song may be playing live at an art gallery.,6,False,True
07mS0mSTDjY,30,40,"/m/0155w,/m/02p0sh1,/m/04rlf,/m/09x0r,/m/0ggx5q","['afro cuban dance', 'amateur recording', 'street performance', 'male vocals', 'percussion', 'conga', 'bongo', 'timbale', 'lively', 'vibrant']","This is an amateur recording of an Afro-cuban dance music performance. There are male vocals singing joyfully. There is a percussion orchestra made up of diverse elements such as the conga, the bongo and the timbales are playing in the rhythmic background. The atmosphere is lively and vibrant. Although the audio quality is not that great, this piece can still be sampled for use in beat-making.",9,False,False
07xGXxIHOL4,110,120,"/m/04rlf,/m/04wptg","['male singer', 'slow tempo', 'romantic piano', 'ambient music', 'saxophone harmony', 'steady drumming', 'groovy bass line', 'r&b', 'soul', 'blues', 'jazz', 'complex harmony', 'syncopated', 'pleasant', 'romantic', 'emotional', 'sentimental', 'love song', 'wedding song', 'proposal song']","A male vocalist sings this soft love song. The tempo is slow with a romantic piano accompaniment, groovy bass line, steady drumming and ambient saxophone harmony. The song is a romantic, emotional, mellow, sentimental, proposal or wedding song. This song is a R&B/Soul song.",7,True,True
08mf5GxT820,30,40,"/m/04rlf,/m/07qv_x_","['techno', 'digital drums', 'synth lead sound', 'synth bass', 'feet stumping noises', 'amateur recording', 'dancing']",A digital drum is playing a simple rhythm along with a synth bassline. A very pregnant synth lead i s playing a catchy and repeating melody in the higher register. In the background you can hear feet stumping noises. This song may be playing in a club.,6,False,True
